tag_index,tag_name,unmasked_weight,masked_rowsum,p,N,Nd
2736,hour:2013-3-26-17,12,68711701873,68724326401,35162,420370
2737,hour:2013-3-26-18,12,29373358752,68724326401,35162,420370
2738,hour:2013-3-26-19,12,19559116736,68724326401,35162,420370
2739,hour:2013-3-26-2,12,23010956862,68724326401,35162,420370
2740,hour:2013-3-26-20,12,11969381438,68724326401,35162,420370
2741,hour:2013-3-26-21,12,59603730443,68724326401,35162,420370
2742,hour:2013-3-26-22,12,11124291238,68724326401,35162,420370
2743,hour:2013-3-26-23,12,42539131379,68724326401,35162,420370
2744,hour:2013-3-26-3,12,29359866227,68724326401,35162,420370
2745,hour:2013-3-26-4,12,42752925306,68724326401,35162,420370
2746,hour:2013-3-26-5,12,62524431048,68724326401,35162,420370
2747,hour:2013-3-26-6,12,61222739972,68724326401,35162,420370
2748,hour:2013-3-26-7,12,28405127884,68724326401,35162,420370
2749,hour:2013-3-26-8,12,14184234537,68724326401,35162,420370
2750,hour:2013-3-26-9,12,15610485795,68724326401,35162,420370
2751,hour:2013-3-27-0,12,18403081289,68724326401,35162,420370
2752,hour:2013-3-27-1,12,2528124304,68724326401,35162,420370
2753,hour:2013-3-27-10,12,13534320968,68724326401,35162,420370
2754,hour:2013-3-27-11,12,66334004838,68724326401,35162,420370
2755,hour:2013-3-27-12,12,60941867570,68724326401,35162,420370
2756,hour:2013-3-27-13,12,29259735964,68724326401,35162,420370
2757,hour:2013-3-27-14,12,62409628179,68724326401,35162,420370
2758,hour:2013-3-27-15,12,51615181018,68724326401,35162,420370
2759,hour:2013-3-27-16,12,32819192527,68724326401,35162,420370
2760,hour:2013-3-27-17,12,7613700787,68724326401,35162,420370
2761,hour:2013-3-27-18,12,68575253670,68724326401,35162,420370
2762,hour:2013-3-27-19,12,27801908063,68724326401,35162,420370
2763,hour:2013-3-27-2,12,15305536628,68724326401,35162,420370
2764,hour:2013-3-27-20,12,54755415811,68724326401,35162,420370
2765,hour:2013-3-27-21,12,61360676923,68724326401,35162,420370
2766,hour:2013-3-27-22,12,46279795760,68724326401,35162,420370
2767,hour:2013-3-27-23,12,30683347663,68724326401,35162,420370
2768,hour:2013-3-27-3,12,50908072376,68724326401,35162,420370
2769,hour:2013-3-27-4,12,35829520740,68724326401,35162,420370
2770,hour:2013-3-27-5,12,26568994523,68724326401,35162,420370
2771,hour:2013-3-27-6,12,13829903641,68724326401,35162,420370
2772,hour:2013-3-27-7,12,60052585002,68724326401,35162,420370
2773,hour:2013-3-27-8,12,6031892558,68724326401,35162,420370
2774,hour:2013-3-27-9,12,59173512188,68724326401,35162,420370
2775,hour:2013-3-28-0,12,59870709032,68724326401,35162,420370
2776,hour:2013-3-28-1,12,23721585355,68724326401,35162,420370
2777,hour:2013-3-28-10,12,57381233260,68724326401,35162,420370
2778,hour:2013-3-28-11,12,22240711713,68724326401,35162,420370
2779,hour:2013-3-28-12,12,18216396668,68724326401,35162,420370
2780,hour:2013-3-28-13,12,55536313022,68724326401,35162,420370
2781,hour:2013-3-28-14,12,54688098975,68724326401,35162,420370
2782,hour:2013-3-28-15,12,49242551020,68724326401,35162,420370
2783,hour:2013-3-28-16,12,8404988111,68724326401,35162,420370
2784,hour:2013-3-28-17,12,14613767882,68724326401,35162,420370
2785,hour:2013-3-28-18,12,878198622,68724326401,35162,420370
2786,hour:2013-3-28-19,12,5792852392,68724326401,35162,420370
2787,hour:2013-3-28-2,12,55696522282,68724326401,35162,420370
2788,hour:2013-3-28-20,12,26090164771,68724326401,35162,420370
2789,hour:2013-3-28-21,12,2480477012,68724326401,35162,420370
2790,hour:2013-3-28-22,12,11813908792,68724326401,35162,420370
2791,hour:2013-3-28-23,12,58879935330,68724326401,35162,420370
2792,hour:2013-3-28-3,12,55749364074,68724326401,35162,420370
2793,hour:2013-3-28-4,12,19844314910,68724326401,35162,420370
2794,hour:2013-3-28-5,12,5663897494,68724326401,35162,420370
2795,hour:2013-3-28-6,12,5534020300,68724326401,35162,420370
2796,hour:2013-3-28-7,12,12853849257,68724326401,35162,420370
2797,hour:2013-3-28-8,12,19263381133,68724326401,35162,420370
2798,hour:2013-3-28-9,12,64025481694,68724326401,35162,420370
2799,hour:2013-3-29-0,12,57214530145,68724326401,35162,420370
2800,hour:2013-3-29-1,12,57504408974,68724326401,35162,420370
2801,hour:2013-3-29-10,12,58090919537,68724326401,35162,420370
2802,hour:2013-3-29-11,12,16057658002,68724326401,35162,420370
2803,hour:2013-3-29-12,12,37488289467,68724326401,35162,420370
2804,hour:2013-3-29-13,12,13733241510,68724326401,35162,420370
2805,hour:2013-3-29-14,12,24132104857,68724326401,35162,420370
2806,hour:2013-3-29-15,12,41194853444,68724326401,35162,420370
2807,hour:2013-3-29-16,12,17186286795,68724326401,35162,420370
2808,hour:2013-3-29-17,12,58702315305,68724326401,35162,420370
2809,hour:2013-3-29-18,12,40011813803,68724326401,35162,420370
2810,hour:2013-3-29-19,12,4955971511,68724326401,35162,420370
2811,hour:2013-3-29-2,12,27244280815,68724326401,35162,420370
2812,hour:2013-3-29-20,12,50844085149,68724326401,35162,420370
2813,hour:2013-3-29-21,12,55058225093,68724326401,35162,420370
2814,hour:2013-3-29-22,12,64169191939,68724326401,35162,420370
2815,hour:2013-3-29-23,12,27714218289,68724326401,35162,420370
2816,hour:2013-3-29-3,12,8394448553,68724326401,35162,420370
2817,hour:2013-3-29-4,12,41681116301,68724326401,35162,420370
2818,hour:2013-3-29-5,12,66275036922,68724326401,35162,420370
2819,hour:2013-3-29-6,12,53039695034,68724326401,35162,420370
2820,hour:2013-3-29-7,12,1469540689,68724326401,35162,420370
2821,hour:2013-3-29-8,12,47717944624,68724326401,35162,420370
2822,hour:2013-3-29-9,12,44126372675,68724326401,35162,420370
2823,hour:2013-3-3-0,12,49686164151,68724326401,35162,420370
2824,hour:2013-3-3-1,12,7049777446,68724326401,35162,420370
2825,hour:2013-3-3-10,12,19384952045,68724326401,35162,420370
2826,hour:2013-3-3-11,12,65186832201,68724326401,35162,420370
2827,hour:2013-3-3-12,12,23679985525,68724326401,35162,420370
2828,hour:2013-3-3-13,12,40531077128,68724326401,35162,420370
2829,hour:2013-3-3-14,12,31551245835,68724326401,35162,420370
2830,hour:2013-3-3-15,12,62342210720,68724326401,35162,420370
2831,hour:2013-3-3-16,12,15978492802,68724326401,35162,420370
2832,hour:2013-3-3-17,12,45370814292,68724326401,35162,420370
2833,hour:2013-3-3-18,12,29332643216,68724326401,35162,420370
2834,hour:2013-3-3-19,12,53883345836,68724326401,35162,420370
2835,hour:2013-3-3-2,12,3831646852,68724326401,35162,420370
2836,hour:2013-3-3-20,12,37957577148,68724326401,35162,420370
2837,hour:2013-3-3-21,12,3034032003,68724326401,35162,420370
2838,hour:2013-3-3-22,12,65134326481,68724326401,35162,420370
2839,hour:2013-3-3-23,12,58660813170,68724326401,35162,420370
2840,hour:2013-3-3-3,12,40230626682,68724326401,35162,420370
2841,hour:2013-3-3-4,12,55501269759,68724326401,35162,420370
2842,hour:2013-3-3-5,12,37837485332,68724326401,35162,420370
2843,hour:2013-3-3-6,12,52595391577,68724326401,35162,420370
2844,hour:2013-3-3-7,12,46073733390,68724326401,35162,420370
2845,hour:2013-3-3-8,12,40226566736,68724326401,35162,420370
2846,hour:2013-3-3-9,12,22099043769,68724326401,35162,420370
2847,hour:2013-3-30-0,12,49459152665,68724326401,35162,420370
2848,hour:2013-3-30-1,12,65968318467,68724326401,35162,420370
2849,hour:2013-3-30-10,12,53380818055,68724326401,35162,420370
2850,hour:2013-3-30-11,12,48124814535,68724326401,35162,420370
2851,hour:2013-3-30-12,12,22020696003,68724326401,35162,420370
2852,hour:2013-3-30-13,12,6493930429,68724326401,35162,420370
2853,hour:2013-3-30-14,12,34825060271,68724326401,35162,420370
2854,hour:2013-3-30-15,12,12248585631,68724326401,35162,420370
2855,hour:2013-3-30-16,12,37552313227,68724326401,35162,420370
2856,hour:2013-3-30-17,12,37382994955,68724326401,35162,420370
2857,hour:2013-3-30-18,12,66013576193,68724326401,35162,420370
2858,hour:2013-3-30-19,12,12556639516,68724326401,35162,420370
2859,hour:2013-3-30-2,12,35347110780,68724326401,35162,420370
2860,hour:2013-3-30-20,12,30538670177,68724326401,35162,420370
2861,hour:2013-3-30-21,12,50493962740,68724326401,35162,420370
2862,hour:2013-3-30-22,12,9461473507,68724326401,35162,420370
2863,hour:2013-3-30-23,12,59743969246,68724326401,35162,420370
2864,hour:2013-3-30-3,12,63602263996,68724326401,35162,420370
2865,hour:2013-3-30-4,12,2826191378,68724326401,35162,420370
2866,hour:2013-3-30-5,12,26371877758,68724326401,35162,420370
2867,hour:2013-3-30-6,12,58475191931,68724326401,35162,420370
2868,hour:2013-3-30-7,12,22668405292,68724326401,35162,420370
2869,hour:2013-3-30-8,12,64402912368,68724326401,35162,420370
2870,hour:2013-3-30-9,12,61299981428,68724326401,35162,420370
2871,hour:2013-3-31-0,12,4726038422,68724326401,35162,420370
2872,hour:2013-3-31-1,12,67895216316,68724326401,35162,420370
2873,hour:2013-3-31-10,12,40783618737,68724326401,35162,420370
2874,hour:2013-3-31-11,12,54373590446,68724326401,35162,420370
2875,hour:2013-3-31-12,12,5799516715,68724326401,35162,420370
2876,hour:2013-3-31-13,12,64509932345,68724326401,35162,420370
2877,hour:2013-3-31-14,12,38615582136,68724326401,35162,420370
2878,hour:2013-3-31-15,12,61173521569,68724326401,35162,420370
2879,hour:2013-3-31-16,12,48835866079,68724326401,35162,420370
2880,hour:2013-3-31-17,12,23322698262,68724326401,35162,420370
2881,hour:2013-3-31-18,12,42204672871,68724326401,35162,420370
2882,hour:2013-3-31-19,12,52561807966,68724326401,35162,420370
2883,hour:2013-3-31-2,12,49359109504,68724326401,35162,420370
2884,hour:2013-3-31-20,12,23573538649,68724326401,35162,420370
2885,hour:2013-3-31-21,12,66138850830,68724326401,35162,420370
2886,hour:2013-3-31-22,12,51434078776,68724326401,35162,420370
2887,hour:2013-3-31-23,12,15876527314,68724326401,35162,420370
2888,hour:2013-3-31-3,12,15419751245,68724326401,35162,420370
2889,hour:2013-3-31-4,12,24659950943,68724326401,35162,420370
2890,hour:2013-3-31-5,12,26769750068,68724326401,35162,420370
2891,hour:2013-3-31-6,12,54439259067,68724326401,35162,420370
2892,hour:2013-3-31-7,12,56277315577,68724326401,35162,420370
2893,hour:2013-3-31-8,12,9637288735,68724326401,35162,420370
2894,hour:2013-3-31-9,12,33625901199,68724326401,35162,420370
2895,hour:2013-3-4-0,12,58625182322,68724326401,35162,420370
2896,hour:2013-3-4-1,12,44247554671,68724326401,35162,420370
2897,hour:2013-3-4-10,12,41616939540,68724326401,35162,420370
2898,hour:2013-3-4-11,12,54235623928,68724326401,35162,420370
2899,hour:2013-3-4-12,12,17103526273,68724326401,35162,420370
2900,hour:2013-3-4-13,12,27101850800,68724326401,35162,420370
2901,hour:2013-3-4-14,12,61103794955,68724326401,35162,420370
2902,hour:2013-3-4-15,12,6476535565,68724326401,35162,420370
2903,hour:2013-3-4-16,12,48091895360,68724326401,35162,420370
2904,hour:2013-3-4-17,12,66885247319,68724326401,35162,420370
2905,hour:2013-3-4-18,12,66138149721,68724326401,35162,420370
2906,hour:2013-3-4-19,12,14960604841,68724326401,35162,420370
2907,hour:2013-3-4-2,12,25631727308,68724326401,35162,420370
2908,hour:2013-3-4-20,12,23027396787,68724326401,35162,420370
2909,hour:2013-3-4-21,12,45889686256,68724326401,35162,420370
2910,hour:2013-3-4-22,12,56572747260,68724326401,35162,420370
2911,hour:2013-3-4-23,12,58691769311,68724326401,35162,420370
2912,hour:2013-3-4-3,12,20146076403,68724326401,35162,420370
2913,hour:2013-3-4-4,12,27165667368,68724326401,35162,420370
2914,hour:2013-3-4-5,12,15722963169,68724326401,35162,420370
2915,hour:2013-3-4-6,12,9571202981,68724326401,35162,420370
2916,hour:2013-3-4-7,12,25286219014,68724326401,35162,420370
2917,hour:2013-3-4-8,12,16093846649,68724326401,35162,420370
2918,hour:2013-3-4-9,12,52896320822,68724326401,35162,420370
2919,hour:2013-3-5-0,12,12856409533,68724326401,35162,420370
2920,hour:2013-3-5-1,12,14851225981,68724326401,35162,420370
2921,hour:2013-3-5-10,12,34110559171,68724326401,35162,420370
2922,hour:2013-3-5-11,12,31560093467,68724326401,35162,420370
2923,hour:2013-3-5-12,12,23824514982,68724326401,35162,420370
2924,hour:2013-3-5-13,12,43799691453,68724326401,35162,420370
2925,hour:2013-3-5-14,12,4610486829,68724326401,35162,420370
2926,hour:2013-3-5-15,12,23589194985,68724326401,35162,420370
2927,hour:2013-3-5-16,12,47679799437,68724326401,35162,420370
2928,hour:2013-3-5-17,12,21016161980,68724326401,35162,420370
2929,hour:2013-3-5-18,12,43435790573,68724326401,35162,420370
2930,hour:2013-3-5-19,12,21302240743,68724326401,35162,420370
2931,hour:2013-3-5-2,12,16429527741,68724326401,35162,420370
2932,hour:2013-3-5-20,12,6570880362,68724326401,35162,420370
2933,hour:2013-3-5-21,12,57755093789,68724326401,35162,420370
2934,hour:2013-3-5-22,12,56291588275,68724326401,35162,420370
2935,hour:2013-3-5-23,12,17959845395,68724326401,35162,420370
2936,hour:2013-3-5-3,12,47251780443,68724326401,35162,420370
2937,hour:2013-3-5-4,12,66633971073,68724326401,35162,420370
2938,hour:2013-3-5-5,12,4493832849,68724326401,35162,420370
2939,hour:2013-3-5-6,12,27472556705,68724326401,35162,420370
2940,hour:2013-3-5-7,12,12312440391,68724326401,35162,420370
2941,hour:2013-3-5-8,12,55990458272,68724326401,35162,420370
2942,hour:2013-3-5-9,12,18688269975,68724326401,35162,420370
2943,hour:2013-3-6-0,12,39689590725,68724326401,35162,420370
2944,hour:2013-3-6-1,12,6729318365,68724326401,35162,420370
2945,hour:2013-3-6-10,12,19505138248,68724326401,35162,420370
2946,hour:2013-3-6-11,12,20518281197,68724326401,35162,420370
2947,hour:2013-3-6-12,12,39565833978,68724326401,35162,420370
2948,hour:2013-3-6-13,12,42861922524,68724326401,35162,420370
2949,hour:2013-3-6-14,12,14847546190,68724326401,35162,420370
2950,hour:2013-3-6-15,12,33428042665,68724326401,35162,420370
2951,hour:2013-3-6-16,12,43370801282,68724326401,35162,420370
2952,hour:2013-3-6-17,12,60770855621,68724326401,35162,420370
2953,hour:2013-3-6-18,12,39767685625,68724326401,35162,420370
2954,hour:2013-3-6-19,12,43507915079,68724326401,35162,420370
2955,hour:2013-3-6-2,12,14126367941,68724326401,35162,420370
2956,hour:2013-3-6-20,12,51203105598,68724326401,35162,420370
2957,hour:2013-3-6-21,12,49182372837,68724326401,35162,420370
2958,hour:2013-3-6-22,12,927133833,68724326401,35162,420370
2959,hour:2013-3-6-23,12,39663062654,68724326401,35162,420370
2960,hour:2013-3-6-3,12,60697537550,68724326401,35162,420370
2961,hour:2013-3-6-4,12,39016806942,68724326401,35162,420370
2962,hour:2013-3-6-5,12,50412698767,68724326401,35162,420370
2963,hour:2013-3-6-6,12,31352449336,68724326401,35162,420370
2964,hour:2013-3-6-7,12,35341703516,68724326401,35162,420370
2965,hour:2013-3-6-8,12,1185393079,68724326401,35162,420370
2966,hour:2013-3-6-9,12,24006743891,68724326401,35162,420370
2967,hour:2013-3-7-0,12,52749778469,68724326401,35162,420370
2968,hour:2013-3-7-1,12,56772824709,68724326401,35162,420370
2969,hour:2013-3-7-10,12,4324453772,68724326401,35162,420370
2970,hour:2013-3-7-11,12,16313553652,68724326401,35162,420370
2971,hour:2013-3-7-12,12,13427007425,68724326401,35162,420370
2972,hour:2013-3-7-13,12,23674174778,68724326401,35162,420370
2973,hour:2013-3-7-14,12,27709626789,68724326401,35162,420370
2974,hour:2013-3-7-15,12,16628737288,68724326401,35162,420370
2975,hour:2013-3-7-16,12,37620001583,68724326401,35162,420370
2976,hour:2013-3-7-17,12,12983912890,68724326401,35162,420370
2977,hour:2013-3-7-18,12,52355593504,68724326401,35162,420370
2978,hour:2013-3-7-19,12,52583766839,68724326401,35162,420370
2979,hour:2013-3-7-2,12,48817712984,68724326401,35162,420370
2980,hour:2013-3-7-20,12,14711776449,68724326401,35162,420370
2981,hour:2013-3-7-21,12,31131179774,68724326401,35162,420370
2982,hour:2013-3-7-22,12,5022170103,68724326401,35162,420370
2983,hour:2013-3-7-23,12,12248897431,68724326401,35162,420370
2984,hour:2013-3-7-3,12,52066559085,68724326401,35162,420370
2985,hour:2013-3-7-4,12,41301135839,68724326401,35162,420370
2986,hour:2013-3-7-5,12,2977617186,68724326401,35162,420370
2987,hour:2013-3-7-6,12,27541403542,68724326401,35162,420370
2988,hour:2013-3-7-7,12,30302684674,68724326401,35162,420370
2989,hour:2013-3-7-8,12,25816743807,68724326401,35162,420370
2990,hour:2013-3-7-9,12,11818581943,68724326401,35162,420370
2991,hour:2013-3-8-0,12,60009189800,68724326401,35162,420370
2992,hour:2013-3-8-1,12,17400150237,68724326401,35162,420370
2993,hour:2013-3-8-10,12,7891065995,68724326401,35162,420370
2994,hour:2013-3-8-11,12,1947720612,68724326401,35162,420370
2995,hour:2013-3-8-12,12,58293727117,68724326401,35162,420370
2996,hour:2013-3-8-13,12,62943215569,68724326401,35162,420370
2997,hour:2013-3-8-14,12,66375477061,68724326401,35162,420370
2998,hour:2013-3-8-15,12,58318771969,68724326401,35162,420370
2999,hour:2013-3-8-16,12,36583045173,68724326401,35162,420370
3000,hour:2013-3-8-17,12,52157320218,68724326401,35162,420370
3001,hour:2013-3-8-18,12,54859701111,68724326401,35162,420370
3002,hour:2013-3-8-19,12,4888324641,68724326401,35162,420370
3003,hour:2013-3-8-2,12,50982889865,68724326401,35162,420370
3004,hour:2013-3-8-20,12,46950916873,68724326401,35162,420370
3005,hour:2013-3-8-21,12,5070852662,68724326401,35162,420370
3006,hour:2013-3-8-22,12,50060255019,68724326401,35162,420370
3007,hour:2013-3-8-23,12,24895140763,68724326401,35162,420370
3008,hour:2013-3-8-3,12,38056076407,68724326401,35162,420370
3009,hour:2013-3-8-4,12,18556632538,68724326401,35162,420370
3010,hour:2013-3-8-5,12,51975006436,68724326401,35162,420370
3011,hour:2013-3-8-6,12,14844177090,68724326401,35162,420370
3012,hour:2013-3-8-7,12,28689520628,68724326401,35162,420370
3013,hour:2013-3-8-8,12,50780203164,68724326401,35162,420370
3014,hour:2013-3-8-9,12,18318758968,68724326401,35162,420370
3015,hour:2013-3-9-0,12,60820262317,68724326401,35162,420370
3016,hour:2013-3-9-1,12,49130484098,68724326401,35162,420370
3017,hour:2013-3-9-10,12,11974110059,68724326401,35162,420370
3018,hour:2013-3-9-11,12,7625301732,68724326401,35162,420370
3019,hour:2013-3-9-12,12,66715136635,68724326401,35162,420370
3020,hour:2013-3-9-13,12,1663800067,68724326401,35162,420370
3021,hour:2013-3-9-14,12,19347106287,68724326401,35162,420370
3022,hour:2013-3-9-15,12,67965762866,68724326401,35162,420370
3023,hour:2013-3-9-16,12,36454161768,68724326401,35162,420370
3024,hour:2013-3-9-17,12,14464133666,68724326401,35162,420370
3025,hour:2013-3-9-18,12,28068623656,68724326401,35162,420370
3026,hour:2013-3-9-19,12,10894602087,68724326401,35162,420370
3027,hour:2013-3-9-2,12,63935404541,68724326401,35162,420370
3028,hour:2013-3-9-20,12,8072474190,68724326401,35162,420370
3029,hour:2013-3-9-21,12,26141868351,68724326401,35162,420370
3030,hour:2013-3-9-22,12,67508810741,68724326401,35162,420370
3031,hour:2013-3-9-23,12,56495855510,68724326401,35162,420370
3032,hour:2013-3-9-3,12,61833524925,68724326401,35162,420370
3033,hour:2013-3-9-4,12,37333541716,68724326401,35162,420370
3034,hour:2013-3-9-5,12,1769663651,68724326401,35162,420370
3035,hour:2013-3-9-6,12,61915559769,68724326401,35162,420370
3036,hour:2013-3-9-7,12,20689274607,68724326401,35162,420370
3037,hour:2013-3-9-8,12,22290553598,68724326401,35162,420370
3038,hour:2013-3-9-9,12,52745315924,68724326401,35162,420370
3039,hour:2013-4-1-0,12,31037135379,68724326401,35162,420370
3040,hour:2013-4-1-1,12,66259181678,68724326401,35162,420370
3041,hour:2013-4-1-10,12,44577890572,68724326401,35162,420370
3042,hour:2013-4-1-11,12,19231613810,68724326401,35162,420370
3043,hour:2013-4-1-12,12,302019344,68724326401,35162,420370
3044,hour:2013-4-1-13,12,59908231563,68724326401,35162,420370
3045,hour:2013-4-1-14,12,3084746021,68724326401,35162,420370
3046,hour:2013-4-1-15,12,29497981572,68724326401,35162,420370
3047,hour:2013-4-1-16,12,27702425386,68724326401,35162,420370
3048,hour:2013-4-1-17,12,14397408354,68724326401,35162,420370
3049,hour:2013-4-1-18,12,37625906689,68724326401,35162,420370
3050,hour:2013-4-1-19,12,34914843787,68724326401,35162,420370
3051,hour:2013-4-1-2,12,3640990559,68724326401,35162,420370
3052,hour:2013-4-1-20,12,58089478734,68724326401,35162,420370
3053,hour:2013-4-1-21,12,20728839365,68724326401,35162,420370
3054,hour:2013-4-1-22,12,63945045657,68724326401,35162,420370
3055,hour:2013-4-1-23,12,31918372911,68724326401,35162,420370
3056,hour:2013-4-1-3,12,30667403784,68724326401,35162,420370
3057,hour:2013-4-1-4,12,39691829369,68724326401,35162,420370
3058,hour:2013-4-1-5,12,46607711117,68724326401,35162,420370
3059,hour:2013-4-1-6,12,23126023468,68724326401,35162,420370
3060,hour:2013-4-1-7,12,24391342798,68724326401,35162,420370
3061,hour:2013-4-1-8,12,48847272189,68724326401,35162,420370
3062,hour:2013-4-1-9,12,27340160379,68724326401,35162,420370
3063,hour:2013-4-10-0,12,24849174783,68724326401,35162,420370
3064,hour:2013-4-10-1,12,3958159820,68724326401,35162,420370
3065,hour:2013-4-10-10,12,49049370077,68724326401,35162,420370
3066,hour:2013-4-10-11,12,20685002680,68724326401,35162,420370
3067,hour:2013-4-10-12,12,42926707170,68724326401,35162,420370
3068,hour:2013-4-10-13,12,41283929497,68724326401,35162,420370
3069,hour:2013-4-10-14,12,24863139443,68724326401,35162,420370
3070,hour:2013-4-10-15,12,25684550844,68724326401,35162,420370
3071,hour:2013-4-10-16,12,64784950554,68724326401,35162,420370
3072,hour:2013-4-10-17,12,5150402809,68724326401,35162,420370
3073,hour:2013-4-10-18,12,38406045750,68724326401,35162,420370
3074,hour:2013-4-10-19,12,7179946236,68724326401,35162,420370
3075,hour:2013-4-10-2,12,67037193437,68724326401,35162,420370
3076,hour:2013-4-10-20,12,25353784895,68724326401,35162,420370
3077,hour:2013-4-10-21,12,4393160899,68724326401,35162,420370
3078,hour:2013-4-10-22,12,15533236223,68724326401,35162,420370
3079,hour:2013-4-10-23,12,45538126063,68724326401,35162,420370
3080,hour:2013-4-10-3,12,40893462236,68724326401,35162,420370
3081,hour:2013-4-10-4,12,56260446391,68724326401,35162,420370
3082,hour:2013-4-10-5,12,6035326136,68724326401,35162,420370
3083,hour:2013-4-10-6,12,61782701228,68724326401,35162,420370
3084,hour:2013-4-10-7,12,53190993874,68724326401,35162,420370
3085,hour:2013-4-10-8,12,3418531774,68724326401,35162,420370
3086,hour:2013-4-10-9,12,9716075858,68724326401,35162,420370
3087,hour:2013-4-11-0,12,1384073327,68724326401,35162,420370
3088,hour:2013-4-11-1,12,26499296496,68724326401,35162,420370
3089,hour:2013-4-11-10,12,24021687002,68724326401,35162,420370
3090,hour:2013-4-11-11,12,60747648752,68724326401,35162,420370
3091,hour:2013-4-11-12,12,8433598923,68724326401,35162,420370
3092,hour:2013-4-11-13,12,49136134774,68724326401,35162,420370
3093,hour:2013-4-11-14,12,36336311270,68724326401,35162,420370
3094,hour:2013-4-11-15,12,44757268688,68724326401,35162,420370
3095,hour:2013-4-11-16,12,6642894543,68724326401,35162,420370
3096,hour:2013-4-11-17,12,26034938152,68724326401,35162,420370
3097,hour:2013-4-11-18,12,60926442044,68724326401,35162,420370
3098,hour:2013-4-11-19,12,52918226277,68724326401,35162,420370
3099,hour:2013-4-11-2,12,51068446860,68724326401,35162,420370
3100,hour:2013-4-11-20,12,24741924318,68724326401,35162,420370
3101,hour:2013-4-11-21,12,23431598473,68724326401,35162,420370
3102,hour:2013-4-11-22,12,67623290161,68724326401,35162,420370
3103,hour:2013-4-11-23,12,44480224205,68724326401,35162,420370
3104,hour:2013-4-11-3,12,55007262772,68724326401,35162,420370
3105,hour:2013-4-11-4,12,48753732129,68724326401,35162,420370
3106,hour:2013-4-11-5,12,4878511322,68724326401,35162,420370
3107,hour:2013-4-11-6,12,57919550008,68724326401,35162,420370
3108,hour:2013-4-11-7,12,17916993701,68724326401,35162,420370
3109,hour:2013-4-11-8,12,41350424595,68724326401,35162,420370
3110,hour:2013-4-11-9,12,59671392475,68724326401,35162,420370
3111,hour:2013-4-12-0,12,43924389016,68724326401,35162,420370
3112,hour:2013-4-12-1,12,8430837086,68724326401,35162,420370
3113,hour:2013-4-12-10,12,43143223878,68724326401,35162,420370
3114,hour:2013-4-12-11,12,54364929417,68724326401,35162,420370
3115,hour:2013-4-12-12,12,3964375394,68724326401,35162,420370
3116,hour:2013-4-12-13,12,23578251041,68724326401,35162,420370
3117,hour:2013-4-12-14,12,48875031951,68724326401,35162,420370
3118,hour:2013-4-12-15,12,13123591491,68724326401,35162,420370
3119,hour:2013-4-12-16,12,1749293202,68724326401,35162,420370
3120,hour:2013-4-12-17,12,66205130732,68724326401,35162,420370
3121,hour:2013-4-12-18,12,7560985282,68724326401,35162,420370
3122,hour:2013-4-12-19,12,24469330470,68724326401,35162,420370
3123,hour:2013-4-12-2,12,50965510275,68724326401,35162,420370
3124,hour:2013-4-12-20,12,5644465394,68724326401,35162,420370
3125,hour:2013-4-12-21,12,11006522455,68724326401,35162,420370
3126,hour:2013-4-12-22,12,57784933043,68724326401,35162,420370
3127,hour:2013-4-12-23,12,48530201730,68724326401,35162,420370
3128,hour:2013-4-12-3,12,29033859462,68724326401,35162,420370
3129,hour:2013-4-12-4,12,97166311,68724326401,35162,420370
3130,hour:2013-4-12-5,12,26657335321,68724326401,35162,420370
3131,hour:2013-4-12-6,12,40167427420,68724326401,35162,420370
3132,hour:2013-4-12-7,12,42838908780,68724326401,35162,420370
3133,hour:2013-4-12-8,12,55896893700,68724326401,35162,420370
3134,hour:2013-4-12-9,12,29138499583,68724326401,35162,420370
3135,hour:2013-4-13-0,12,51151528519,68724326401,35162,420370
3136,hour:2013-4-13-1,12,13101334887,68724326401,35162,420370
3137,hour:2013-4-13-10,12,6369951464,68724326401,35162,420370
3138,hour:2013-4-13-11,12,60212103958,68724326401,35162,420370
3139,hour:2013-4-13-12,12,21662503449,68724326401,35162,420370
3140,hour:2013-4-13-13,12,9297009765,68724326401,35162,420370
3141,hour:2013-4-13-14,12,66041842455,68724326401,35162,420370
3142,hour:2013-4-13-15,12,29061050253,68724326401,35162,420370
3143,hour:2013-4-13-16,12,59623511,68724326401,35162,420370
3144,hour:2013-4-13-17,12,54396012025,68724326401,35162,420370
3145,hour:2013-4-13-18,12,14990736405,68724326401,35162,420370
3146,hour:2013-4-13-19,12,23267777017,68724326401,35162,420370
3147,hour:2013-4-13-2,12,67930911146,68724326401,35162,420370
3148,hour:2013-4-13-20,12,64594236774,68724326401,35162,420370
3149,hour:2013-4-13-21,12,47860257184,68724326401,35162,420370
3150,hour:2013-4-13-22,12,36286299885,68724326401,35162,420370
3151,hour:2013-4-13-23,12,23788959178,68724326401,35162,420370
3152,hour:2013-4-13-3,12,17117211909,68724326401,35162,420370
3153,hour:2013-4-13-4,12,60625808302,68724326401,35162,420370
3154,hour:2013-4-13-5,12,19023336521,68724326401,35162,420370
3155,hour:2013-4-13-6,12,51496674320,68724326401,35162,420370
3156,hour:2013-4-13-7,12,60022707508,68724326401,35162,420370
3157,hour:2013-4-13-8,12,9003106729,68724326401,35162,420370
3158,hour:2013-4-13-9,12,33941518249,68724326401,35162,420370
